date,region_id,disease_code,disease_name,case_count,severity_avg,outbreak_occurred
2022-04-01,349,A90,Dengue Fever,5,2.86,0
2022-04-01,349,J18.9,Pneumonia,11,3.68,1
2022-04-01,349,A09,Gastroenteritis,4,1.79,0
2022-04-01,350,A00.9,Cholera,1,2.04,0
2022-04-01,350,J10.1,Influenza,4,1.82,0
2022-04-01,350,U07.1,COVID-19,3,2.46,0
2022-04-01,350,A39.9,Meningococcal Infection,2,2.49,0
2022-04-01,350,K29.7,Gastritis,1,1.69,0
2022-04-01,350,J45.9,Asthma,1,2.15,0
2022-04-01,351,A00.9,Cholera,1,2.84,0
2022-04-01,351,U07.1,COVID-19,2,2.2,0
2022-04-01,351,I10,Hypertension,3,2.39,0
2022-04-01,351,K29.7,Gastritis,3,2.83,0
2022-04-01,352,U07.1,COVID-19,5,3.06,1
2022-04-01,352,A09,Gastroenteritis,4,2.01,0
2022-04-01,352,E11,Type 2 Diabetes,23,2.57,1
2022-04-01,352,J45.9,Asthma,1,2.85,0
2022-04-01,353,B50.0,Plasmodium Falciparum Malaria,1,1.92,0
2022-04-01,353,J10.1,Influenza,2,2.6,0
2022-04-01,353,U07.1,COVID-19,2,1.86,0
2022-04-01,353,B16,Hepatitis B,19,3.9,1
2022-04-01,353,E11,Type 2 Diabetes,2,2.95,0
2022-04-01,354,A90,Dengue Fever,2,2.1,0
2022-04-01,354,J10.1,Influenza,2,2.91,0
2022-04-01,354,U07.1,COVID-19,4,2.01,0
2022-04-01,354,A09,Gastroenteritis,4,2.68,0
2022-04-01,354,J45.9,Asthma,2,2.29,0
2022-04-01,355,B05,Measles,3,1.86,0
2022-04-01,355,A37.9,Whooping Cough,3,2.25,0
2022-04-01,355,E11,Type 2 Diabetes,3,1.55,0
2022-04-01,356,A90,Dengue Fever,1,2.97,0
2022-04-01,356,I10,Hypertension,3,2.36,0
2022-04-01,356,K29.7,Gastritis,1,2.43,0
2022-04-01,356,J45.9,Asthma,1,1.91,0
2022-04-01,357,J10.1,Influenza,4,2.15,0
2022-04-01,357,B05,Measles,1,2.14,0
2022-04-01,357,E11,Type 2 Diabetes,5,1.95,0
2022-04-01,357,K29.7,Gastritis,1,1.52,0
2022-04-01,358,A90,Dengue Fever,2,2.26,0
2022-04-01,358,J10.1,Influenza,5,1.54,0
2022-04-01,358,K29.7,Gastritis,19,3.96,1
2022-04-01,358,J45.9,Asthma,66,3.46,1
2022-04-01,359,A00.9,Cholera,26,2.96,1
2022-04-01,359,J10.1,Influenza,4,1.6,0
2022-04-01,359,U07.1,COVID-19,4,2.96,0
2022-04-01,359,J18.9,Pneumonia,3,1.57,0
2022-04-01,359,A39.9,Meningococcal Infection,1,2.59,0
2022-04-01,360,A90,Dengue Fever,1,1.95,0
2022-04-01,360,A00.9,Cholera,1,2.34,0
2022-04-01,360,J18.9,Pneumonia,3,2.75,0
2022-04-01,360,A09,Gastroenteritis,3,2.25,0
2022-04-01,360,A39.9,Meningococcal Infection,1,2.89,0
2022-04-01,360,E11,Type 2 Diabetes,1,1.62,0
2022-04-01,360,I10,Hypertension,2,1.98,0
2022-04-01,361,J10.1,Influenza,4,1.98,0
2022-04-01,361,B16,Hepatitis B,1,2.78,0
2022-04-01,362,A00.9,Cholera,16,2.76,1
2022-04-01,362,J10.1,Influenza,4,2.81,0
2022-04-01,362,B05,Measles,4,2.7,0
2022-04-01,362,A09,Gastroenteritis,10,1.88,0
2022-04-01,362,E11,Type 2 Diabetes,12,2.13,0
2022-04-01,362,I10,Hypertension,3,2.36,0
2022-04-01,362,K29.7,Gastritis,2,1.69,0
2022-04-01,362,J45.9,Asthma,1,1.58,0
2022-04-01,363,A90,Dengue Fever,6,2.2,0
2022-04-01,363,J10.1,Influenza,4,1.75,0
2022-04-01,363,U07.1,COVID-19,1,2.95,0
2022-04-01,363,A09,Gastroenteritis,4,2.55,0
2022-04-01,364,B50.0,Plasmodium Falciparum Malaria,2,2.86,0
2022-04-01,364,E11,Type 2 Diabetes,6,1.9,0
2022-04-01,364,I10,Hypertension,1,2.98,0
2022-04-01,364,K29.7,Gastritis,41,3.3,1
2022-04-01,365,A90,Dengue Fever,2,2.58,0
2022-04-01,365,B50.0,Plasmodium Falciparum Malaria,5,2.98,0
2022-04-01,365,J10.1,Influenza,10,2.71,1
2022-04-01,365,J18.9,Pneumonia,3,2.82,0
2022-04-01,366,U07.1,COVID-19,1,2.61,0
2022-04-01,366,B05,Measles,3,2.1,0
2022-04-01,366,J18.9,Pneumonia,3,2.02,0
2022-04-01,366,A09,Gastroenteritis,6,2.26,0
2022-04-01,366,E11,Type 2 Diabetes,3,2.52,0
2022-04-01,367,A00.9,Cholera,3,1.97,0
2022-04-01,367,B05,Measles,2,1.89,0
2022-04-01,367,B16,Hepatitis B,2,2.69,0
2022-04-01,367,E11,Type 2 Diabetes,2,2.25,0
2022-04-01,367,J45.9,Asthma,4,2.03,0
2022-04-01,368,B50.0,Plasmodium Falciparum Malaria,2,2.74,0
2022-04-01,368,K29.7,Gastritis,5,2.79,0
2022-04-01,368,J45.9,Asthma,2,2.74,0
2022-04-01,369,U07.1,COVID-19,3,2.84,0
2022-04-01,369,B05,Measles,3,2.17,0
2022-04-01,369,A37.9,Whooping Cough,1,2.87,0
2022-04-01,369,A39.9,Meningococcal Infection,2,2.4,0
2022-04-01,369,K29.7,Gastritis,4,2.45,0
2022-04-01,370,A90,Dengue Fever,3,2.15,0
2022-04-01,370,A09,Gastroenteritis,10,1.64,0
2022-04-01,370,E11,Type 2 Diabetes,4,2.49,0
2022-04-01,370,K29.7,Gastritis,2,2.94,0
2022-04-01,371,B05,Measles,2,1.57,0
2022-04-01,371,J18.9,Pneumonia,3,1.68,0
2022-04-01,371,B16,Hepatitis B,2,1.57,0
2022-04-01,371,A39.9,Meningococcal Infection,15,3.21,1
2022-04-01,371,E11,Type 2 Diabetes,3,2.04,0
2022-04-01,371,J45.9,Asthma,3,2.66,0
2022-04-01,372,A90,Dengue Fever,3,2.41,0
2022-04-01,372,J10.1,Influenza,2,2.01,0
2022-04-01,372,A09,Gastroenteritis,4,1.55,0
2022-04-01,372,E11,Type 2 Diabetes,1,1.63,0
2022-04-01,373,U07.1,COVID-19,1,2.36,0
2022-04-01,373,A37.9,Whooping Cough,1,2.32,0
2022-04-01,373,E11,Type 2 Diabetes,5,1.58,0
2022-04-01,373,K29.7,Gastritis,2,1.92,0
2022-04-01,373,J45.9,Asthma,1,1.86,0
2022-04-01,374,U07.1,COVID-19,1,2.57,0
2022-04-01,374,A39.9,Meningococcal Infection,2,2.0,0
2022-04-01,374,E11,Type 2 Diabetes,3,2.05,0
2022-04-01,374,I10,Hypertension,2,2.55,0
2022-04-01,375,B50.0,Plasmodium Falciparum Malaria,4,2.29,0
2022-04-01,375,K29.7,Gastritis,3,2.25,0
2022-04-01,376,A90,Dengue Fever,1,2.43,0
2022-04-01,376,A00.9,Cholera,26,2.64,1
2022-04-01,376,K29.7,Gastritis,1,3.0,0
2022-04-01,377,A00.9,Cholera,1,2.94,0
2022-04-01,377,J10.1,Influenza,1,1.52,0
2022-04-01,377,J18.9,Pneumonia,3,1.64,0
2022-04-01,377,A37.9,Whooping Cough,1,1.7,0
2022-04-01,377,I10,Hypertension,2,1.68,0
2022-04-01,378,U07.1,COVID-19,2,2.06,0
2022-04-01,378,I10,Hypertension,18,3.67,1
2022-04-01,379,A90,Dengue Fever,1,2.54,0
2022-04-01,379,J18.9,Pneumonia,1,2.97,0
2022-04-01,379,A09,Gastroenteritis,2,2.45,0
2022-04-01,379,E11,Type 2 Diabetes,4,2.2,0
2022-04-01,380,A00.9,Cholera,1,2.25,0
2022-04-01,380,J18.9,Pneumonia,2,2.09,0
2022-04-01,380,E11,Type 2 Diabetes,6,1.59,0
2022-04-01,381,A90,Dengue Fever,2,2.8,0
2022-04-01,381,J18.9,Pneumonia,3,2.55,0
2022-04-01,382,A90,Dengue Fever,4,2.34,0
2022-04-01,382,U07.1,COVID-19,4,2.76,0
2022-04-01,382,A09,Gastroenteritis,3,2.88,0
2022-04-01,382,E11,Type 2 Diabetes,6,2.2,0
2022-04-01,382,J45.9,Asthma,2,2.74,0
2022-04-01,383,J18.9,Pneumonia,1,1.92,0
2022-04-01,383,A37.9,Whooping Cough,1,1.76,0
2022-04-01,383,I10,Hypertension,2,2.29,0
2022-04-01,384,B50.0,Plasmodium Falciparum Malaria,11,3.23,1
2022-04-01,384,U07.1,COVID-19,4,1.6,0
2022-04-01,384,I10,Hypertension,7,3.59,1
2022-04-01,384,K29.7,Gastritis,1,1.89,0
2022-04-01,385,A00.9,Cholera,1,2.4,0
2022-04-01,385,U07.1,COVID-19,2,2.95,0
2022-04-01,385,K29.7,Gastritis,1,2.99,0
2022-04-01,385,J45.9,Asthma,2,2.97,0
2022-04-01,386,J10.1,Influenza,55,3.8,1
2022-04-01,386,I10,Hypertension,4,1.88,0
2022-04-01,386,J45.9,Asthma,2,1.76,0
2022-04-01,387,A90,Dengue Fever,1,2.46,0
2022-04-01,387,B50.0,Plasmodium Falciparum Malaria,3,2.82,0
2022-04-01,387,A09,Gastroenteritis,1,2.59,0
2022-04-01,387,I10,Hypertension,4,1.54,0
2022-04-01,388,J10.1,Influenza,2,2.55,0
2022-04-01,388,A37.9,Whooping Cough,1,2.39,0
2022-04-01,388,I10,Hypertension,3,1.54,0
2022-04-01,388,K29.7,Gastritis,5,2.94,0
2022-04-01,389,B50.0,Plasmodium Falciparum Malaria,1,2.53,0
2022-04-01,389,A00.9,Cholera,1,1.9,0
2022-04-01,389,B05,Measles,1,2.77,0
2022-04-01,389,J18.9,Pneumonia,3,1.86,0
2022-04-01,389,B16,Hepatitis B,1,2.66,0
2022-04-01,389,E11,Type 2 Diabetes,2,2.69,0
2022-04-01,390,A90,Dengue Fever,2,2.6,0
2022-04-01,390,B50.0,Plasmodium Falciparum Malaria,1,2.75,0
2022-04-01,390,A00.9,Cholera,2,2.38,0
2022-04-01,390,K29.7,Gastritis,2,2.01,0
2022-04-01,391,B05,Measles,3,2.02,0
2022-04-01,392,A90,Dengue Fever,3,2.17,0
2022-04-01,392,J10.1,Influenza,1,2.99,0
2022-04-01,392,J45.9,Asthma,5,2.03,0
2022-04-01,393,J10.1,Influenza,6,1.62,0
2022-04-01,393,U07.1,COVID-19,4,1.69,0
2022-04-01,394,B50.0,Plasmodium Falciparum Malaria,3,2.94,0
2022-04-01,394,U07.1,COVID-19,1,2.09,0
2022-04-01,394,J18.9,Pneumonia,1,1.77,0
2022-04-01,394,A09,Gastroenteritis,2,1.61,0
2022-04-01,394,A37.9,Whooping Cough,1,1.54,0
2022-04-01,394,J45.9,Asthma,4,1.51,0
2022-04-01,395,B50.0,Plasmodium Falciparum Malaria,6,2.34,0
2022-04-01,395,J10.1,Influenza,6,1.67,0
2022-04-01,395,B05,Measles,38,3.97,1
2022-04-01,395,A09,Gastroenteritis,5,2.91,0
2022-04-01,396,A90,Dengue Fever,3,1.56,0
2022-04-01,396,J10.1,Influenza,1,2.35,0
2022-04-01,396,U07.1,COVID-19,6,1.6,0
2022-04-01,396,J18.9,Pneumonia,2,2.64,0
2022-04-01,396,A09,Gastroenteritis,9,2.55,0
2022-04-01,396,E11,Type 2 Diabetes,1,2.17,0
2022-04-01,396,J45.9,Asthma,14,3.08,1
2022-04-01,397,J10.1,Influenza,3,2.36,0
2022-04-01,397,B05,Measles,1,1.87,0
2022-04-01,397,I10,Hypertension,3,2.39,0
2022-04-01,397,J45.9,Asthma,2,1.5,0
2022-04-01,398,A90,Dengue Fever,2,2.71,0
2022-04-01,398,B50.0,Plasmodium Falciparum Malaria,1,2.89,0
2022-04-01,398,A00.9,Cholera,3,1.5,0
2022-04-01,398,J10.1,Influenza,1,2.96,0
2022-04-01,398,A39.9,Meningococcal Infection,2,2.6,0
2022-04-01,399,J10.1,Influenza,3,2.44,0
2022-04-01,399,A09,Gastroenteritis,3,1.8,0
2022-04-01,399,A37.9,Whooping Cough,1,2.26,0
2022-04-01,400,A90,Dengue Fever,1,1.52,0
2022-04-01,400,B50.0,Plasmodium Falciparum Malaria,5,2.5,0
2022-04-01,400,J10.1,Influenza,2,1.86,0
2022-04-01,400,K29.7,Gastritis,1,2.85,0
2022-04-01,400,J45.9,Asthma,1,2.98,0
2022-04-01,401,A90,Dengue Fever,3,1.91,0
2022-04-01,401,J10.1,Influenza,4,2.0,0
2022-04-01,401,U07.1,COVID-19,4,2.68,0
2022-04-01,401,A09,Gastroenteritis,7,2.98,0
2022-04-01,401,E11,Type 2 Diabetes,3,2.29,0
2022-04-01,402,J10.1,Influenza,50,3.61,1
2022-04-01,402,A09,Gastroenteritis,6,1.77,0
2022-04-01,403,A00.9,Cholera,3,2.5,0
2022-04-01,403,U07.1,COVID-19,3,2.06,0
2022-04-01,403,I10,Hypertension,4,2.48,0
2022-04-01,404,J45.9,Asthma,2,1.57,0
2022-04-01,405,B50.0,Plasmodium Falciparum Malaria,1,2.48,0
2022-04-01,405,J10.1,Influenza,2,1.85,0
2022-04-01,405,K29.7,Gastritis,1,2.27,0
2022-04-01,405,J45.9,Asthma,2,2.74,0
2022-04-01,406,A90,Dengue Fever,3,2.75,0
2022-04-01,406,J10.1,Influenza,3,2.85,0
2022-04-01,406,U07.1,COVID-19,2,2.49,0
2022-04-01,406,J18.9,Pneumonia,3,1.67,0
2022-04-01,406,I10,Hypertension,4,2.13,0
2022-04-01,406,K29.7,Gastritis,5,2.1,0
2022-04-01,407,A90,Dengue Fever,30,3.55,1
2022-04-01,407,J10.1,Influenza,4,2.92,0
2022-04-01,407,J18.9,Pneumonia,5,2.0,0
2022-04-01,407,B16,Hepatitis B,1,2.18,0
2022-04-01,407,E11,Type 2 Diabetes,5,1.97,0
2022-04-01,407,I10,Hypertension,5,1.93,0
2022-04-01,408,B50.0,Plasmodium Falciparum Malaria,4,2.57,0
2022-04-01,408,A00.9,Cholera,2,1.61,0
2022-04-01,408,J10.1,Influenza,2,1.72,0
2022-04-01,408,B05,Measles,1,2.7,0
2022-04-01,408,J18.9,Pneumonia,1,2.3,0
2022-04-01,408,A09,Gastroenteritis,9,1.76,0
2022-04-01,408,A37.9,Whooping Cough,1,2.73,0
2022-04-01,408,I10,Hypertension,4,2.86,0
2022-04-01,409,A00.9,Cholera,1,2.44,0
2022-04-01,409,A09,Gastroenteritis,3,2.62,0
2022-04-01,409,E11,Type 2 Diabetes,2,2.87,0
2022-04-01,410,A90,Dengue Fever,5,2.74,0
2022-04-01,410,A00.9,Cholera,3,2.98,0
2022-04-01,410,U07.1,COVID-19,1,1.89,0
2022-04-01,410,B16,Hepatitis B,1,2.24,0
2022-04-01,410,E11,Type 2 Diabetes,2,1.95,0
2022-04-01,410,K29.7,Gastritis,2,2.3,0
2022-04-01,411,B50.0,Plasmodium Falciparum Malaria,4,1.82,0
2022-04-01,411,U07.1,COVID-19,2,2.06,0
2022-04-01,411,B05,Measles,3,2.66,0
2022-04-01,412,J10.1,Influenza,2,1.95,0
2022-04-01,412,U07.1,COVID-19,4,1.82,0
2022-04-01,412,J18.9,Pneumonia,3,2.12,0
2022-04-01,412,A39.9,Meningococcal Infection,1,1.99,0
2022-04-01,412,E11,Type 2 Diabetes,6,2.12,0
2022-04-01,412,K29.7,Gastritis,4,1.97,0
2022-04-01,413,B50.0,Plasmodium Falciparum Malaria,2,2.65,0
2022-04-01,413,E11,Type 2 Diabetes,5,2.46,0
2022-04-01,414,A90,Dengue Fever,1,2.16,0
2022-04-01,414,B05,Measles,1,1.58,0
2022-04-01,414,A09,Gastroenteritis,3,2.96,0
2022-04-01,414,I10,Hypertension,4,2.46,0
2022-04-01,415,A90,Dengue Fever,1,1.74,0
2022-04-01,415,A09,Gastroenteritis,1,1.53,0
2022-04-01,415,A39.9,Meningococcal Infection,1,2.91,0
2022-04-01,416,A90,Dengue Fever,1,2.76,0
2022-04-01,416,A00.9,Cholera,1,2.7,0
2022-04-01,416,A09,Gastroenteritis,3,2.66,0
2022-04-01,416,K29.7,Gastritis,1,2.97,0
2022-04-01,416,J45.9,Asthma,1,1.94,0
2022-04-01,417,A90,Dengue Fever,2,2.37,0
2022-04-01,417,B05,Measles,9,3.73,1
2022-04-01,417,A09,Gastroenteritis,2,2.88,0
2022-04-01,417,E11,Type 2 Diabetes,4,2.07,0
2022-04-01,417,I10,Hypertension,5,2.63,0
2022-04-01,417,J45.9,Asthma,3,1.61,0
2022-04-01,418,A90,Dengue Fever,3,2.44,0
2022-04-01,418,B50.0,Plasmodium Falciparum Malaria,2,2.36,0
2022-04-01,418,J10.1,Influenza,2,2.0,0
2022-04-01,418,J18.9,Pneumonia,3,1.86,0
2022-04-01,418,A09,Gastroenteritis,1,1.55,0
2022-04-01,418,I10,Hypertension,1,2.51,0
2022-04-01,418,K29.7,Gastritis,2,1.88,0
2022-04-01,419,A90,Dengue Fever,3,2.35,0
2022-04-01,419,B50.0,Plasmodium Falciparum Malaria,2,2.07,0
2022-04-01,419,U07.1,COVID-19,1,1.65,0
2022-04-01,419,K29.7,Gastritis,2,1.77,0
2022-04-01,419,J45.9,Asthma,2,2.66,0
2022-04-01,420,B05,Measles,2,2.57,0
2022-04-01,420,A09,Gastroenteritis,10,1.75,0
2022-04-01,420,E11,Type 2 Diabetes,5,2.63,0
2022-04-01,420,K29.7,Gastritis,3,2.31,0
2022-04-01,421,A90,Dengue Fever,3,2.96,0
2022-04-01,421,J10.1,Influenza,4,2.62,0
2022-04-01,421,J18.9,Pneumonia,2,2.15,0
2022-04-01,421,E11,Type 2 Diabetes,1,1.73,0
2022-04-01,421,K29.7,Gastritis,2,2.13,0
2022-04-01,422,B50.0,Plasmodium Falciparum Malaria,4,1.64,0
2022-04-01,422,A09,Gastroenteritis,3,2.92,0
2022-04-01,422,K29.7,Gastritis,1,2.01,0
2022-04-01,423,A90,Dengue Fever,4,1.58,0
2022-04-01,423,A00.9,Cholera,4,1.52,0
2022-04-01,423,J10.1,Influenza,1,1.56,0
2022-04-01,423,U07.1,COVID-19,4,1.99,0
2022-04-01,423,J18.9,Pneumonia,2,2.67,0
2022-04-01,423,A39.9,Meningococcal Infection,1,2.3,0
2022-04-01,423,K29.7,Gastritis,4,1.71,0
2022-04-01,423,J45.9,Asthma,1,1.8,0
2022-04-01,424,B50.0,Plasmodium Falciparum Malaria,2,2.51,0
2022-04-01,424,A09,Gastroenteritis,7,1.88,0
2022-04-01,424,K29.7,Gastritis,1,2.25,0
2022-04-01,425,B50.0,Plasmodium Falciparum Malaria,6,1.92,0
2022-04-01,425,A00.9,Cholera,1,1.82,0
2022-04-01,425,A09,Gastroenteritis,6,2.65,0
2022-04-01,425,A39.9,Meningococcal Infection,2,1.94,0
2022-04-01,425,E11,Type 2 Diabetes,1,2.26,0
2022-04-01,425,I10,Hypertension,4,1.99,0
2022-04-01,426,A90,Dengue Fever,2,1.85,0
2022-04-01,426,J45.9,Asthma,2,2.28,0
2022-04-01,427,B05,Measles,1,1.54,0
2022-04-01,427,J18.9,Pneumonia,1,2.19,0
2022-04-01,427,I10,Hypertension,9,2.53,0
2022-04-01,429,J10.1,Influenza,2,1.79,0
2022-04-01,429,U07.1,COVID-19,4,2.41,0
2022-04-01,429,J45.9,Asthma,4,1.8,0
2022-04-01,430,A00.9,Cholera,1,2.71,0
2022-04-01,430,A09,Gastroenteritis,4,2.0,0
2022-04-01,430,B16,Hepatitis B,1,1.9,0
2022-04-01,430,I10,Hypertension,1,2.32,0
2022-04-01,430,J45.9,Asthma,1,2.14,0
2022-04-01,431,A90,Dengue Fever,1,1.92,0
2022-04-01,431,B50.0,Plasmodium Falciparum Malaria,13,2.98,1
2022-04-01,431,J18.9,Pneumonia,2,2.01,0
2022-04-01,431,A09,Gastroenteritis,4,2.33,0
2022-04-01,431,I10,Hypertension,12,3.07,1
2022-04-01,432,U07.1,COVID-19,5,2.99,0
2022-04-01,432,B05,Measles,1,2.89,0
2022-04-01,432,A39.9,Meningococcal Infection,2,2.24,0
2022-04-01,432,J45.9,Asthma,4,2.46,0
2022-04-01,433,A09,Gastroenteritis,1,2.09,0
2022-04-01,434,A90,Dengue Fever,3,2.06,0
2022-04-01,434,A00.9,Cholera,1,2.29,0
2022-04-01,434,U07.1,COVID-19,1,2.19,0
2022-04-01,434,E11,Type 2 Diabetes,1,2.87,0
2022-04-01,434,K29.7,Gastritis,4,1.91,0
2022-04-01,435,J10.1,Influenza,4,1.58,0
2022-04-01,435,A09,Gastroenteritis,3,2.48,0
2022-04-01,435,B16,Hepatitis B,1,1.63,0
2022-04-01,435,E11,Type 2 Diabetes,4,2.83,0
2022-04-01,435,K29.7,Gastritis,4,2.94,0
2022-04-01,436,A90,Dengue Fever,25,3.13,1
2022-04-01,436,J10.1,Influenza,2,2.29,0
2022-04-01,436,U07.1,COVID-19,3,1.9,0
2022-04-01,437,J18.9,Pneumonia,1,2.19,0
2022-04-01,437,A09,Gastroenteritis,1,2.6,0
2022-04-01,437,I10,Hypertension,5,2.55,0
2022-04-01,438,A00.9,Cholera,2,1.67,0
2022-04-01,438,J18.9,Pneumonia,5,2.78,0
2022-04-01,438,E11,Type 2 Diabetes,1,2.01,0
2022-04-01,438,K29.7,Gastritis,1,2.57,0
2022-04-01,439,A90,Dengue Fever,2,1.84,0
2022-04-01,439,B50.0,Plasmodium Falciparum Malaria,4,2.53,0
2022-04-01,439,J10.1,Influenza,4,2.54,0
2022-04-01,439,B05,Measles,1,1.73,0
2022-04-01,439,J18.9,Pneumonia,2,2.53,0
2022-04-01,439,K29.7,Gastritis,2,2.92,0
2022-04-01,439,J45.9,Asthma,3,2.1,0
2022-04-01,440,U07.1,COVID-19,2,1.79,0
2022-04-01,440,B05,Measles,3,1.75,0
2022-04-01,440,A09,Gastroenteritis,3,1.67,0
2022-04-01,440,J45.9,Asthma,2,1.97,0
2022-04-01,441,I10,Hypertension,4,2.66,0
2022-04-01,441,K29.7,Gastritis,1,1.75,0
2022-04-01,442,E11,Type 2 Diabetes,7,2.89,0
2022-04-01,442,J45.9,Asthma,2,2.59,0
2022-04-01,443,J10.1,Influenza,41,3.85,1
2022-04-01,443,B05,Measles,2,1.92,0
2022-04-01,443,A37.9,Whooping Cough,2,1.88,0
2022-04-01,443,I10,Hypertension,1,2.68,0
2022-04-01,444,A90,Dengue Fever,2,2.65,0
2022-04-01,444,J18.9,Pneumonia,1,2.51,0
2022-04-01,444,A09,Gastroenteritis,2,1.73,0
2022-04-01,444,B16,Hepatitis B,1,3.0,0
2022-04-01,444,J45.9,Asthma,2,2.66,0
2022-04-01,445,A90,Dengue Fever,2,2.86,0
2022-04-01,445,U07.1,COVID-19,56,3.09,1
2022-04-01,446,A90,Dengue Fever,5,2.83,0
2022-04-01,446,B50.0,Plasmodium Falciparum Malaria,1,1.88,0
2022-04-01,446,B05,Measles,1,1.94,0
2022-04-01,446,J18.9,Pneumonia,1,2.6,0
2022-04-01,446,A09,Gastroenteritis,6,2.42,0
2022-04-01,447,A90,Dengue Fever,3,1.85,0
2022-04-01,447,B50.0,Plasmodium Falciparum Malaria,3,2.83,0
2022-04-01,447,U07.1,COVID-19,4,2.96,0
2022-04-01,447,J45.9,Asthma,1,2.04,0
2022-04-01,448,B50.0,Plasmodium Falciparum Malaria,2,2.6,0
2022-04-01,448,J10.1,Influenza,6,2.11,0
2022-04-01,448,A39.9,Meningococcal Infection,1,1.57,0
2022-04-01,448,E11,Type 2 Diabetes,9,1.74,0
2022-04-01,448,K29.7,Gastritis,3,1.98,0
2022-04-01,449,B50.0,Plasmodium Falciparum Malaria,3,2.41,0
2022-04-01,449,B05,Measles,3,2.94,0
2022-04-01,449,A09,Gastroenteritis,6,2.53,0
2022-04-01,449,E11,Type 2 Diabetes,5,2.88,0
2022-04-01,450,A00.9,Cholera,1,2.03,0
2022-04-01,450,J18.9,Pneumonia,3,2.42,0
2022-04-01,450,J45.9,Asthma,1,2.12,0
2022-04-01,451,A00.9,Cholera,1,2.06,0
2022-04-01,451,J10.1,Influenza,2,2.71,0
2022-04-01,451,E11,Type 2 Diabetes,2,2.34,0
2022-04-01,452,B50.0,Plasmodium Falciparum Malaria,2,2.07,0
2022-04-01,452,J18.9,Pneumonia,1,2.95,0
2022-04-01,452,A09,Gastroenteritis,5,2.32,0
2022-04-01,452,B16,Hepatitis B,2,2.22,0
2022-04-01,452,J45.9,Asthma,4,2.49,0
2022-04-01,453,A39.9,Meningococcal Infection,1,1.86,0
2022-04-01,453,K29.7,Gastritis,2,1.53,0
2022-04-01,454,A90,Dengue Fever,1,2.36,0
2022-04-01,454,J10.1,Influenza,1,1.58,0
2022-04-01,454,U07.1,COVID-19,2,2.7,0
2022-04-01,454,B05,Measles,1,2.28,0
2022-04-01,454,J18.9,Pneumonia,6,3.37,1
2022-04-01,454,A09,Gastroenteritis,2,1.93,0
2022-04-01,454,A37.9,Whooping Cough,3,1.58,0
2022-04-01,454,B16,Hepatitis B,1,2.34,0
2022-04-01,454,A39.9,Meningococcal Infection,1,1.94,0
2022-04-01,454,E11,Type 2 Diabetes,5,2.32,0
2022-04-01,454,K29.7,Gastritis,2,1.71,0
2022-04-01,454,J45.9,Asthma,6,2.93,0
2022-04-01,455,U07.1,COVID-19,3,2.76,0
2022-04-01,455,A09,Gastroenteritis,3,2.29,0
2022-04-01,455,K29.7,Gastritis,4,1.66,0
2022-04-01,456,A90,Dengue Fever,4,2.48,0
2022-04-01,456,J18.9,Pneumonia,35,2.98,1
2022-04-01,456,A09,Gastroenteritis,7,2.3,0
2022-04-01,456,A37.9,Whooping Cough,1,1.71,0
2022-04-01,457,A90,Dengue Fever,1,2.19,0
2022-04-01,457,K29.7,Gastritis,4,2.23,0
2022-04-01,457,J45.9,Asthma,3,1.88,0
2022-04-01,458,J10.1,Influenza,3,2.84,0
2022-04-01,458,K29.7,Gastritis,3,2.82,0
2022-04-01,459,A00.9,Cholera,2,1.73,0
2022-04-01,459,B05,Measles,1,2.74,0
2022-04-01,459,J18.9,Pneumonia,8,2.58,1
2022-04-01,459,A09,Gastroenteritis,49,3.62,1
2022-04-01,459,K29.7,Gastritis,1,1.5,0
2022-04-01,460,A90,Dengue Fever,4,2.58,0
2022-04-01,460,B50.0,Plasmodium Falciparum Malaria,2,2.31,0
2022-04-01,460,A37.9,Whooping Cough,13,3.29,1
2022-04-01,460,K29.7,Gastritis,3,2.57,0
2022-04-01,461,A90,Dengue Fever,2,1.7,0
2022-04-01,461,B50.0,Plasmodium Falciparum Malaria,1,1.76,0
2022-04-01,461,B05,Measles,2,2.0,0
2022-04-01,461,J18.9,Pneumonia,4,1.84,0
2022-04-01,461,A39.9,Meningococcal Infection,2,2.31,0
2022-04-01,461,E11,Type 2 Diabetes,7,1.95,0
2022-04-01,461,K29.7,Gastritis,4,1.81,0
2022-04-01,462,J10.1,Influenza,5,1.83,0
2022-04-01,462,U07.1,COVID-19,4,1.87,0
2022-04-01,463,J18.9,Pneumonia,1,1.9,0
2022-04-01,463,A09,Gastroenteritis,3,2.63,0
2022-04-01,463,A39.9,Meningococcal Infection,1,2.34,0
2022-04-01,464,A90,Dengue Fever,3,1.78,0
2022-04-01,464,A00.9,Cholera,3,2.12,0
2022-04-01,464,J18.9,Pneumonia,5,2.01,0
2022-04-01,464,K29.7,Gastritis,2,2.91,0
2022-04-01,465,U07.1,COVID-19,3,2.74,0
2022-04-01,465,K29.7,Gastritis,1,2.82,0
2022-04-01,466,A00.9,Cholera,2,2.64,0
2022-04-01,466,A37.9,Whooping Cough,1,2.72,0
2022-04-01,466,B16,Hepatitis B,1,2.06,0
2022-04-01,466,A39.9,Meningococcal Infection,50,2.55,1
2022-04-01,466,E11,Type 2 Diabetes,6,1.73,0
2022-04-01,466,K29.7,Gastritis,3,1.91,0
