date,region_id,disease_code,disease_name,case_count,severity_avg,population_normalized_rate
2024-12-02,54,J18,Pneumonia,7,2.26,1.09
2024-12-02,55,B15,Hepatitis A,0,2.39,0.0
2024-12-02,55,A09,Gastroenteritis,12,3.29,3.35
2024-12-02,55,A00,Cholera,0,2.88,0.0
2024-12-02,56,A15,Tuberculosis,0,1.96,0.0
2024-12-02,56,B15,Hepatitis A,0,3.19,0.0
2024-12-02,56,A09,Gastroenteritis,10,2.26,4.97
2024-12-02,57,J10,Influenza,14,2.41,2.17
2024-12-02,57,A01,Typhoid Fever,5,2.31,0.78
2024-12-02,57,A15,Tuberculosis,0,2.3,0.0
2024-12-02,58,A00,Cholera,0,3.25,0.0
2024-12-02,58,B50,Malaria,0,3.2,0.0
2024-12-02,58,J10,Influenza,11,3.29,2.69
2024-12-02,59,B50,Malaria,5,2.1,1.18
2024-12-02,59,A00,Cholera,0,3.36,0.0
2024-12-02,59,J18,Pneumonia,9,2.03,2.13
2024-12-02,60,A90,Dengue Fever,0,3.17,0.0
2024-12-02,60,U07.1,COVID-19,9,2.42,3.43
2024-12-02,60,J18,Pneumonia,9,2.51,3.43
2024-12-02,61,U07.1,COVID-19,7,2.26,1.02
2024-12-02,61,A90,Dengue Fever,8,2.65,1.16
2024-12-02,61,A09,Gastroenteritis,5,3.01,0.73
2024-12-02,62,B50,Malaria,5,2.79,1.94
2024-12-02,62,B15,Hepatitis A,0,1.96,0.0
2024-12-02,62,A09,Gastroenteritis,12,3.29,4.65
2024-12-02,63,A90,Dengue Fever,6,1.93,1.84
2024-12-02,63,B15,Hepatitis A,0,3.38,0.0
2024-12-02,63,U07.1,COVID-19,12,2.52,3.68
2024-12-02,64,B50,Malaria,0,2.59,0.0
2024-12-02,64,J10,Influenza,6,2.55,1.04
2024-12-02,64,A15,Tuberculosis,0,3.35,0.0
2024-12-02,65,J18,Pneumonia,5,1.86,0.84
2024-12-02,65,B50,Malaria,0,3.08,0.0
2024-12-02,65,A00,Cholera,0,3.15,0.0
2024-12-02,66,A01,Typhoid Fever,6,2.08,3.13
2024-12-02,66,J10,Influenza,14,3.37,7.3
2024-12-02,66,A00,Cholera,0,2.7,0.0
2024-12-02,67,B50,Malaria,0,1.84,0.0
2024-12-02,67,J10,Influenza,9,3.39,4.34
2024-12-02,67,B15,Hepatitis A,0,1.94,0.0
2024-12-02,68,J10,Influenza,7,2.73,1.29
2024-12-02,68,J18,Pneumonia,8,3.33,1.47
2024-12-02,68,A09,Gastroenteritis,11,3.06,2.02
2024-12-02,69,J10,Influenza,12,2.08,2.08
2024-12-02,69,A09,Gastroenteritis,11,2.58,1.9
2024-12-02,69,B50,Malaria,0,1.9,0.0
2024-12-02,70,B15,Hepatitis A,0,2.9,0.0
2024-12-02,70,A01,Typhoid Fever,7,2.59,2.12
2024-12-02,70,J18,Pneumonia,0,2.51,0.0
2024-12-02,71,A01,Typhoid Fever,6,1.92,0.93
2024-12-02,71,B50,Malaria,0,1.94,0.0
2024-12-02,71,J10,Influenza,11,2.0,1.7
2024-12-02,72,J10,Influenza,12,3.01,2.37
2024-12-02,72,A09,Gastroenteritis,12,2.15,2.37
2024-12-02,72,A90,Dengue Fever,8,2.49,1.58
2024-12-02,73,A00,Cholera,0,2.03,0.0
2024-12-02,73,U07.1,COVID-19,12,2.63,1.73
2024-12-02,73,A01,Typhoid Fever,0,3.12,0.0
2024-12-02,74,B15,Hepatitis A,0,2.28,0.0
2024-12-02,74,U07.1,COVID-19,10,3.28,2.23
2024-12-02,74,A90,Dengue Fever,7,1.98,1.56
2024-12-02,75,A90,Dengue Fever,0,2.98,0.0
2024-12-02,75,J18,Pneumonia,8,3.11,2.57
2024-12-02,75,B50,Malaria,0,2.55,0.0
2024-12-02,76,B50,Malaria,5,2.88,0.99
2024-12-02,76,U07.1,COVID-19,13,2.53,2.58
2024-12-02,76,B15,Hepatitis A,0,3.25,0.0
2024-12-02,77,A15,Tuberculosis,5,2.69,0.74
2024-12-02,77,B15,Hepatitis A,0,3.36,0.0
2024-12-02,77,A01,Typhoid Fever,0,2.9,0.0
2024-12-02,78,J10,Influenza,9,2.95,2.55
2024-12-02,78,B15,Hepatitis A,0,2.9,0.0
2024-12-02,78,A00,Cholera,0,2.75,0.0
2024-12-02,79,J10,Influenza,14,2.47,2.68
2024-12-02,79,A00,Cholera,0,2.05,0.0
2024-12-02,79,J18,Pneumonia,6,1.91,1.15
2024-12-02,80,A01,Typhoid Fever,0,2.74,0.0
2024-12-02,80,J18,Pneumonia,0,2.96,0.0
2024-12-02,80,B50,Malaria,5,2.94,1.59
2024-12-02,81,A09,Gastroenteritis,11,2.85,4.59
2024-12-02,81,J10,Influenza,11,2.11,4.59
2024-12-02,81,A15,Tuberculosis,6,3.08,2.5
2024-12-02,82,A00,Cholera,0,2.17,0.0
2024-12-02,82,A09,Gastroenteritis,7,2.47,2.01
2024-12-02,82,J18,Pneumonia,6,3.39,1.72
2024-12-02,83,A01,Typhoid Fever,6,2.51,1.48
2024-12-02,83,J18,Pneumonia,0,1.94,0.0
2024-12-02,83,B15,Hepatitis A,0,3.11,0.0
2024-12-02,84,A15,Tuberculosis,6,2.88,1.21
2024-12-02,84,A01,Typhoid Fever,0,2.25,0.0
2024-12-02,84,A09,Gastroenteritis,12,1.92,2.42
2024-12-02,85,J18,Pneumonia,7,2.5,3.38
2024-12-02,85,A01,Typhoid Fever,6,2.65,2.9
2024-12-02,85,A09,Gastroenteritis,9,2.63,4.35
2024-12-02,86,A90,Dengue Fever,0,3.38,0.0
2024-12-02,86,A15,Tuberculosis,0,2.17,0.0
2024-12-02,86,J18,Pneumonia,9,1.84,2.06
2024-12-02,87,J18,Pneumonia,9,2.05,1.6
2024-12-02,87,J10,Influenza,13,2.03,2.31
2024-12-02,87,A90,Dengue Fever,0,2.33,0.0
2024-12-02,88,A00,Cholera,0,2.76,0.0
2024-12-02,88,A15,Tuberculosis,0,1.92,0.0
2024-12-02,88,J18,Pneumonia,6,3.07,0.93
2024-12-02,89,A90,Dengue Fever,0,3.21,0.0
2024-12-02,89,J18,Pneumonia,9,2.34,5.27
2024-12-02,89,B50,Malaria,5,3.13,2.93
2024-12-02,90,A15,Tuberculosis,5,3.14,1.16
2024-12-02,90,A90,Dengue Fever,7,3.05,1.62
2024-12-02,90,A00,Cholera,0,2.07,0.0
2024-12-02,91,A00,Cholera,0,2.34,0.0
2024-12-02,91,A09,Gastroenteritis,9,2.14,2.41
2024-12-02,91,A15,Tuberculosis,0,2.95,0.0
2024-12-02,92,A90,Dengue Fever,6,2.24,1.19
2024-12-02,92,A01,Typhoid Fever,6,3.31,1.19
2024-12-02,92,A09,Gastroenteritis,7,2.25,1.38
2024-12-02,93,A90,Dengue Fever,5,3.1,1.29
2024-12-02,93,J18,Pneumonia,8,3.0,2.06
2024-12-02,93,A00,Cholera,0,2.95,0.0
2024-12-02,94,B15,Hepatitis A,0,2.14,0.0
2024-12-02,94,A09,Gastroenteritis,5,2.55,1.14
2024-12-02,94,A90,Dengue Fever,8,1.9,1.82
2024-12-02,95,A15,Tuberculosis,0,2.99,0.0
2024-12-02,95,J18,Pneumonia,7,2.52,3.39
2024-12-02,95,U07.1,COVID-19,9,1.97,4.36
2024-12-02,96,B15,Hepatitis A,0,2.31,0.0
2024-12-02,96,J18,Pneumonia,5,2.26,1.78
2024-12-02,96,A09,Gastroenteritis,5,2.81,1.78
2024-12-02,97,A09,Gastroenteritis,10,3.01,2.65
2024-12-02,97,U07.1,COVID-19,15,3.35,3.98
2024-12-02,97,B50,Malaria,0,3.38,0.0
2024-12-02,98,A90,Dengue Fever,5,3.35,0.78
2024-12-02,98,A09,Gastroenteritis,9,2.29,1.41
2024-12-02,98,A15,Tuberculosis,5,2.8,0.78
2024-12-02,99,J10,Influenza,10,2.69,1.68
2024-12-02,99,A01,Typhoid Fever,0,2.71,0.0
2024-12-02,99,B50,Malaria,0,2.07,0.0
2024-12-02,100,U07.1,COVID-19,8,2.44,5.98
2024-12-02,100,A90,Dengue Fever,0,2.99,0.0
2024-12-02,100,J10,Influenza,7,2.75,5.23
2024-12-03,1,B50,Malaria,0,2.82,0.0
2024-12-03,1,J18,Pneumonia,9,2.02,2.87
2024-12-03,1,A90,Dengue Fever,5,2.89,1.59
2024-12-03,2,A15,Tuberculosis,6,2.79,5.39
2024-12-03,2,J18,Pneumonia,7,2.4,6.29
2024-12-03,2,A09,Gastroenteritis,9,2.17,8.09
2024-12-03,3,U07.1,COVID-19,13,3.38,2.0
2024-12-03,3,B50,Malaria,0,3.16,0.0
2024-12-03,3,A09,Gastroenteritis,5,2.66,0.77
2024-12-03,4,J18,Pneumonia,0,2.28,0.0
2024-12-03,4,A15,Tuberculosis,6,2.04,1.15
2024-12-03,4,J10,Influenza,7,2.91,1.34
2024-12-03,5,J10,Influenza,14,2.54,3.07
2024-12-03,5,A00,Cholera,0,2.57,0.0
2024-12-03,5,J18,Pneumonia,0,2.07,0.0
2024-12-03,6,A01,Typhoid Fever,6,2.58,1.26
2024-12-03,6,B15,Hepatitis A,0,2.2,0.0
2024-12-03,6,A09,Gastroenteritis,9,3.28,1.89
2024-12-03,7,B50,Malaria,5,2.27,1.78
2024-12-03,7,B15,Hepatitis A,0,2.16,0.0
2024-12-03,7,J18,Pneumonia,8,1.88,2.84
2024-12-03,8,A90,Dengue Fever,6,3.27,3.23
2024-12-03,8,B15,Hepatitis A,0,2.94,0.0
2024-12-03,8,J10,Influenza,14,3.02,7.53
2024-12-03,9,A00,Cholera,0,1.96,0.0
2024-12-03,9,A15,Tuberculosis,0,2.55,0.0
2024-12-03,9,B15,Hepatitis A,0,2.15,0.0
2024-12-03,10,B50,Malaria,0,2.04,0.0
2024-12-03,10,J10,Influenza,11,2.17,1.95
2024-12-03,10,A01,Typhoid Fever,5,2.14,0.89
2024-12-03,11,A01,Typhoid Fever,0,3.18,0.0
2024-12-03,11,U07.1,COVID-19,11,2.45,2.68
2024-12-03,11,B50,Malaria,0,3.33,0.0
2024-12-03,12,A90,Dengue Fever,5,2.46,0.83
2024-12-03,12,J18,Pneumonia,0,3.15,0.0
2024-12-03,12,A15,Tuberculosis,6,1.81,0.99
2024-12-03,13,A01,Typhoid Fever,5,1.91,1.41
2024-12-03,13,B15,Hepatitis A,0,2.94,0.0
2024-12-03,13,A15,Tuberculosis,0,1.85,0.0
2024-12-03,14,A15,Tuberculosis,5,3.2,2.22
2024-12-03,14,A90,Dengue Fever,8,3.17,3.55
2024-12-03,14,A01,Typhoid Fever,5,3.2,2.22
2024-12-03,15,U07.1,COVID-19,12,2.87,2.3
2024-12-03,15,A01,Typhoid Fever,0,2.83,0.0
2024-12-03,15,A09,Gastroenteritis,6,3.23,1.15
2024-12-03,16,U07.1,COVID-19,13,2.66,14.12
2024-12-03,16,A15,Tuberculosis,5,2.26,5.43
2024-12-03,16,A01,Typhoid Fever,6,2.61,6.52
2024-12-03,17,B15,Hepatitis A,0,2.89,0.0
2024-12-03,17,A90,Dengue Fever,6,2.91,1.37
2024-12-03,17,J10,Influenza,8,2.41,1.83
2024-12-03,18,A15,Tuberculosis,0,2.97,0.0
2024-12-03,18,B50,Malaria,0,2.24,0.0
2024-12-03,18,J10,Influenza,7,3.19,1.97
2024-12-03,19,A09,Gastroenteritis,6,2.0,0.98
2024-12-03,19,A01,Typhoid Fever,0,1.92,0.0
2024-12-03,19,B50,Malaria,0,2.69,0.0
2024-12-03,20,J18,Pneumonia,7,2.61,1.1
2024-12-03,20,A00,Cholera,0,2.77,0.0
2024-12-03,20,J10,Influenza,11,2.23,1.73
2024-12-03,21,B15,Hepatitis A,0,3.11,0.0
2024-12-03,21,A15,Tuberculosis,0,3.17,0.0
2024-12-03,21,A09,Gastroenteritis,10,3.2,2.48
2024-12-03,22,A09,Gastroenteritis,10,2.46,6.55
2024-12-03,22,A90,Dengue Fever,6,2.92,3.93
2024-12-03,22,B15,Hepatitis A,0,3.18,0.0
2024-12-03,23,A00,Cholera,0,2.93,0.0
2024-12-03,23,A01,Typhoid Fever,6,1.87,0.95
2024-12-03,23,A90,Dengue Fever,8,2.75,1.26
2024-12-03,24,J18,Pneumonia,8,2.96,1.97
2024-12-03,24,A01,Typhoid Fever,6,1.95,1.47
2024-12-03,24,A00,Cholera,0,1.95,0.0
2024-12-03,25,B50,Malaria,0,2.59,0.0
2024-12-03,25,A90,Dengue Fever,7,2.82,4.76
2024-12-03,25,B15,Hepatitis A,0,2.9,0.0
2024-12-03,26,B50,Malaria,5,2.47,1.56
2024-12-03,26,A01,Typhoid Fever,7,3.28,2.19
2024-12-03,26,A90,Dengue Fever,8,2.42,2.5
2024-12-03,27,A90,Dengue Fever,8,2.89,1.36
2024-12-03,27,A09,Gastroenteritis,12,3.28,2.04
2024-12-03,27,B15,Hepatitis A,0,2.38,0.0
2024-12-03,28,A15,Tuberculosis,0,2.72,0.0
2024-12-03,28,J18,Pneumonia,6,2.59,1.04
2024-12-03,28,A01,Typhoid Fever,5,3.23,0.87
2024-12-03,29,J10,Influenza,11,2.53,8.04
2024-12-03,29,B50,Malaria,0,2.79,0.0
2024-12-03,29,U07.1,COVID-19,15,2.97,10.96
2024-12-03,30,J10,Influenza,14,3.28,4.98
2024-12-03,30,A15,Tuberculosis,0,2.74,0.0
2024-12-03,30,B50,Malaria,5,2.79,1.78
2024-12-03,31,A90,Dengue Fever,0,3.16,0.0
2024-12-03,31,A15,Tuberculosis,0,2.42,0.0
2024-12-03,31,J18,Pneumonia,7,3.02,4.4
2024-12-03,32,A01,Typhoid Fever,0,2.17,0.0
2024-12-03,32,A15,Tuberculosis,0,3.16,0.0
2024-12-03,32,B50,Malaria,0,2.61,0.0
2024-12-03,33,A90,Dengue Fever,0,3.16,0.0
2024-12-03,33,A00,Cholera,0,2.24,0.0
2024-12-03,33,B15,Hepatitis A,0,3.28,0.0
2024-12-03,34,J18,Pneumonia,9,1.81,1.36
2024-12-03,34,J10,Influenza,10,1.94,1.51
2024-12-03,34,A09,Gastroenteritis,5,3.37,0.75
2024-12-03,35,J10,Influenza,13,2.85,2.0
2024-12-03,35,B50,Malaria,5,2.78,0.77
2024-12-03,35,A90,Dengue Fever,5,2.59,0.77
2024-12-03,36,A01,Typhoid Fever,5,1.98,0.79
2024-12-03,36,U07.1,COVID-19,15,2.52,2.36
2024-12-03,36,A15,Tuberculosis,0,2.21,0.0
2024-12-03,37,U07.1,COVID-19,6,2.86,1.84
2024-12-03,37,B50,Malaria,0,2.17,0.0
2024-12-03,37,A09,Gastroenteritis,10,3.11,3.06
2024-12-03,38,A90,Dengue Fever,7,2.15,1.01
2024-12-03,38,A15,Tuberculosis,0,3.14,0.0
2024-12-03,38,A00,Cholera,0,2.19,0.0
2024-12-03,39,A09,Gastroenteritis,10,1.89,2.79
2024-12-03,39,U07.1,COVID-19,8,2.44,2.23
2024-12-03,39,J10,Influenza,14,3.33,3.9
2024-12-03,40,A00,Cholera,0,2.4,0.0
2024-12-03,40,A01,Typhoid Fever,7,2.84,1.04
2024-12-03,40,J18,Pneumonia,5,2.2,0.75
2024-12-03,41,B50,Malaria,0,2.37,0.0
2024-12-03,41,J10,Influenza,10,3.07,6.57
2024-12-03,41,A15,Tuberculosis,5,2.37,3.29
2024-12-03,42,A90,Dengue Fever,0,2.93,0.0
2024-12-03,42,J18,Pneumonia,0,2.35,0.0
2024-12-03,42,U07.1,COVID-19,5,3.0,0.79
2024-12-03,43,J18,Pneumonia,0,2.24,0.0
2024-12-03,43,J10,Influenza,8,2.42,3.98
2024-12-03,43,A15,Tuberculosis,6,2.08,2.98
2024-12-03,44,A01,Typhoid Fever,0,3.27,0.0
2024-12-03,44,A15,Tuberculosis,0,1.86,0.0
2024-12-03,44,J18,Pneumonia,8,3.09,2.24
2024-12-03,45,A01,Typhoid Fever,0,1.95,0.0
2024-12-03,45,J10,Influenza,13,1.99,3.51
2024-12-03,45,U07.1,COVID-19,10,2.93,2.7
2024-12-03,46,J18,Pneumonia,0,2.93,0.0
2024-12-03,46,A09,Gastroenteritis,9,3.31,1.7
2024-12-03,46,A00,Cholera,0,1.97,0.0
2024-12-03,47,A01,Typhoid Fever,6,2.99,0.87
2024-12-03,47,B50,Malaria,0,2.47,0.0
2024-12-03,47,J10,Influenza,13,1.86,1.88
2024-12-03,48,A00,Cholera,0,2.17,0.0
2024-12-03,48,A15,Tuberculosis,0,3.08,0.0
2024-12-03,48,B15,Hepatitis A,0,3.16,0.0
2024-12-03,49,B15,Hepatitis A,0,2.33,0.0
2024-12-03,49,J18,Pneumonia,6,1.96,1.19
2024-12-03,49,J10,Influenza,9,1.82,1.78
2024-12-03,50,A09,Gastroenteritis,12,2.28,4.52
2024-12-03,50,A15,Tuberculosis,0,2.54,0.0
2024-12-03,50,J18,Pneumonia,9,2.58,3.39
2024-12-03,51,J10,Influenza,8,2.02,2.35
2024-12-03,51,J18,Pneumonia,7,2.13,2.06
2024-12-03,51,U07.1,COVID-19,10,1.91,2.94
2024-12-03,52,A90,Dengue Fever,0,1.9,0.0
2024-12-03,52,A00,Cholera,0,2.28,0.0
2024-12-03,52,B50,Malaria,0,2.98,0.0
2024-12-03,53,B15,Hepatitis A,0,3.15,0.0
2024-12-03,53,B50,Malaria,0,2.19,0.0
2024-12-03,53,U07.1,COVID-19,12,2.94,7.85
2024-12-03,54,B50,Malaria,0,2.2,0.0
2024-12-03,54,A15,Tuberculosis,0,2.38,0.0
2024-12-03,54,U07.1,COVID-19,14,2.02,2.18
2024-12-03,55,A01,Typhoid Fever,7,2.09,1.95
2024-12-03,55,A09,Gastroenteritis,5,2.55,1.4
2024-12-03,55,B50,Malaria,0,1.93,0.0
2024-12-03,56,B50,Malaria,0,2.77,0.0
2024-12-03,56,U07.1,COVID-19,15,2.95,7.45
2024-12-03,56,J18,Pneumonia,8,3.14,3.97
2024-12-03,57,A01,Typhoid Fever,5,2.11,0.78
2024-12-03,57,B15,Hepatitis A,0,3.01,0.0
2024-12-03,57,U07.1,COVID-19,14,2.98,2.17
2024-12-03,58,J18,Pneumonia,6,2.91,1.47
2024-12-03,58,J10,Influenza,6,2.98,1.47
2024-12-03,58,A90,Dengue Fever,6,2.74,1.47
2024-12-03,59,A00,Cholera,0,1.91,0.0
2024-12-03,59,J18,Pneumonia,5,1.92,1.18
2024-12-03,59,A09,Gastroenteritis,10,2.91,2.37
2024-12-03,60,B15,Hepatitis A,0,2.21,0.0
2024-12-03,60,U07.1,COVID-19,5,1.9,1.9
2024-12-03,60,A09,Gastroenteritis,10,2.21,3.81
2024-12-03,61,A00,Cholera,0,2.06,0.0
2024-12-03,61,B50,Malaria,0,2.28,0.0
2024-12-03,61,A01,Typhoid Fever,0,2.15,0.0
2024-12-03,62,A09,Gastroenteritis,9,3.05,3.49
2024-12-03,62,A01,Typhoid Fever,5,3.2,1.94
2024-12-03,62,U07.1,COVID-19,8,2.61,3.1
2024-12-03,63,A00,Cholera,0,2.85,0.0
2024-12-03,63,U07.1,COVID-19,14,2.74,4.29
2024-12-03,63,A09,Gastroenteritis,7,2.94,2.15
2024-12-03,64,A00,Cholera,0,2.96,0.0
2024-12-03,64,A01,Typhoid Fever,6,2.83,1.04
2024-12-03,64,A15,Tuberculosis,0,2.05,0.0
2024-12-03,65,J18,Pneumonia,7,2.26,1.17
2024-12-03,65,A09,Gastroenteritis,9,2.19,1.5
2024-12-03,65,B50,Malaria,0,1.99,0.0
2024-12-03,66,A15,Tuberculosis,0,2.42,0.0
2024-12-03,66,U07.1,COVID-19,10,2.35,5.21
2024-12-03,66,J18,Pneumonia,8,3.32,4.17
2024-12-03,67,A15,Tuberculosis,6,2.74,2.9
2024-12-03,67,J10,Influenza,14,2.71,6.76
2024-12-03,67,B15,Hepatitis A,0,2.15,0.0
2024-12-03,68,U07.1,COVID-19,15,3.29,2.76
2024-12-03,68,A09,Gastroenteritis,9,2.99,1.65
2024-12-03,68,B15,Hepatitis A,0,2.36,0.0
2024-12-03,69,B15,Hepatitis A,0,2.77,0.0
2024-12-03,69,A15,Tuberculosis,0,2.0,0.0
2024-12-03,69,A00,Cholera,0,2.16,0.0
2024-12-03,70,A90,Dengue Fever,0,2.98,0.0
2024-12-03,70,B15,Hepatitis A,0,3.24,0.0
2024-12-03,70,A00,Cholera,0,3.17,0.0
2024-12-03,71,J18,Pneumonia,7,2.02,1.08
2024-12-03,71,B50,Malaria,0,3.02,0.0
2024-12-03,71,A09,Gastroenteritis,12,2.13,1.86
2024-12-03,72,B50,Malaria,5,2.63,0.99
2024-12-03,72,A90,Dengue Fever,8,2.2,1.58
2024-12-03,72,A01,Typhoid Fever,0,2.03,0.0
2024-12-03,73,A15,Tuberculosis,0,3.39,0.0
2024-12-03,73,A01,Typhoid Fever,6,2.25,0.87
2024-12-03,73,B50,Malaria,5,2.67,0.72
2024-12-03,74,B15,Hepatitis A,0,2.37,0.0
2024-12-03,74,A09,Gastroenteritis,9,1.86,2.01
2024-12-03,74,B50,Malaria,0,3.2,0.0
2024-12-03,75,B15,Hepatitis A,0,3.29,0.0
2024-12-03,75,A90,Dengue Fever,5,2.46,1.61
2024-12-03,75,J10,Influenza,14,3.33,4.5
2024-12-03,76,B50,Malaria,5,2.2,0.99
2024-12-03,76,A15,Tuberculosis,5,2.05,0.99
2024-12-03,76,A00,Cholera,0,3.03,0.0
2024-12-03,77,J10,Influenza,10,3.04,1.49
2024-12-03,77,A00,Cholera,0,2.23,0.0
2024-12-03,77,J18,Pneumonia,9,2.3,1.34
2024-12-03,78,A15,Tuberculosis,0,2.28,0.0
2024-12-03,78,A01,Typhoid Fever,7,2.64,1.98
2024-12-03,78,A90,Dengue Fever,0,2.55,0.0
2024-12-03,79,A00,Cholera,0,2.76,0.0
2024-12-03,79,A01,Typhoid Fever,6,2.1,1.15
2024-12-03,79,A15,Tuberculosis,6,2.89,1.15
2024-12-03,80,A09,Gastroenteritis,11,2.77,3.49
2024-12-03,80,J10,Influenza,11,2.1,3.49
2024-12-03,80,A01,Typhoid Fever,0,1.86,0.0
2024-12-03,81,J10,Influenza,8,2.52,3.34
2024-12-03,81,J18,Pneumonia,5,2.34,2.09
2024-12-03,81,B15,Hepatitis A,0,2.58,0.0
2024-12-03,82,B50,Malaria,0,3.17,0.0
2024-12-03,82,A01,Typhoid Fever,5,1.87,1.43
2024-12-03,82,A90,Dengue Fever,0,3.3,0.0
2024-12-03,83,B15,Hepatitis A,0,2.03,0.0
2024-12-03,83,J10,Influenza,8,2.89,1.97
2024-12-03,83,A01,Typhoid Fever,7,2.31,1.72
2024-12-03,84,J10,Influenza,13,2.62,2.62
2024-12-03,84,A00,Cholera,0,2.61,0.0
2024-12-03,84,B50,Malaria,5,3.12,1.01
2024-12-03,85,A09,Gastroenteritis,5,3.4,2.42
2024-12-03,85,A00,Cholera,0,2.66,0.0
2024-12-03,85,U07.1,COVID-19,12,3.38,5.8
2024-12-03,86,J18,Pneumonia,0,2.88,0.0
2024-12-03,86,A09,Gastroenteritis,12,3.22,2.74
2024-12-03,86,B15,Hepatitis A,0,2.51,0.0
2024-12-03,87,J18,Pneumonia,8,3.13,1.42
2024-12-03,87,A09,Gastroenteritis,8,2.45,1.42
2024-12-03,87,A01,Typhoid Fever,0,2.93,0.0
2024-12-03,88,J10,Influenza,11,3.12,1.71
2024-12-03,88,U07.1,COVID-19,6,2.1,0.93
2024-12-03,88,J18,Pneumonia,6,2.57,0.93
2024-12-03,89,A01,Typhoid Fever,7,2.23,4.1
2024-12-03,89,J10,Influenza,13,3.3,7.61
2024-12-03,89,A00,Cholera,0,2.29,0.0
2024-12-03,90,J18,Pneumonia,5,2.8,1.16
2024-12-03,90,A01,Typhoid Fever,0,2.43,0.0
2024-12-03,90,J10,Influenza,10,1.92,2.31
2024-12-03,91,B15,Hepatitis A,0,3.29,0.0
2024-12-03,91,A09,Gastroenteritis,9,2.34,2.41
2024-12-03,91,J10,Influenza,10,1.99,2.68
2024-12-03,92,B15,Hepatitis A,0,3.01,0.0
2024-12-03,92,A00,Cholera,0,2.67,0.0
2024-12-03,92,J18,Pneumonia,8,3.27,1.58
2024-12-03,93,B15,Hepatitis A,0,1.83,0.0
2024-12-03,93,A90,Dengue Fever,6,2.42,1.54
2024-12-03,93,A00,Cholera,0,2.96,0.0
2024-12-03,94,B50,Malaria,0,3.34,0.0
2024-12-03,94,A09,Gastroenteritis,10,3.14,2.27
2024-12-03,94,A15,Tuberculosis,0,2.76,0.0
2024-12-03,95,B50,Malaria,0,2.02,0.0
2024-12-03,95,A01,Typhoid Fever,5,1.85,2.42
2024-12-03,95,A15,Tuberculosis,0,3.01,0.0
2024-12-03,96,A00,Cholera,0,3.35,0.0
2024-12-03,96,A90,Dengue Fever,5,3.19,1.78
2024-12-03,96,A09,Gastroenteritis,5,2.86,1.78
2024-12-03,97,A09,Gastroenteritis,5,3.33,1.33
2024-12-03,97,B15,Hepatitis A,0,2.01,0.0
2024-12-03,97,J10,Influenza,7,3.14,1.86
2024-12-03,98,A15,Tuberculosis,5,2.13,0.78
2024-12-03,98,B15,Hepatitis A,0,2.93,0.0
2024-12-03,98,A00,Cholera,0,2.62,0.0
2024-12-03,99,A15,Tuberculosis,5,3.36,0.84
2024-12-03,99,B15,Hepatitis A,0,3.34,0.0
2024-12-03,99,J18,Pneumonia,7,1.84,1.18
2024-12-03,100,B15,Hepatitis A,0,2.43,0.0
2024-12-03,100,J10,Influenza,14,2.9,10.46
2024-12-03,100,A00,Cholera,0,3.29,0.0
2024-12-04,1,A09,Gastroenteritis,11,3.3,3.5
2024-12-04,1,A15,Tuberculosis,0,2.9,0.0
2024-12-04,1,A90,Dengue Fever,0,2.94,0.0
2024-12-04,2,A09,Gastroenteritis,11,2.88,9.89
2024-12-04,2,B50,Malaria,0,1.92,0.0
2024-12-04,2,A90,Dengue Fever,0,1.93,0.0
2024-12-04,3,B50,Malaria,5,2.45,0.77
2024-12-04,3,U07.1,COVID-19,8,3.05,1.23
2024-12-04,3,A01,Typhoid Fever,6,2.2,0.92
2024-12-04,4,B15,Hepatitis A,0,3.36,0.0
2024-12-04,4,J18,Pneumonia,6,2.42,1.15
2024-12-04,4,A00,Cholera,0,1.9,0.0
2024-12-04,5,A09,Gastroenteritis,7,2.52,1.53
2024-12-04,5,B15,Hepatitis A,0,2.21,0.0
2024-12-04,5,B50,Malaria,0,2.55,0.0
2024-12-04,6,A15,Tuberculosis,0,3.23,0.0
2024-12-04,6,J10,Influenza,7,2.45,1.47
2024-12-04,6,A01,Typhoid Fever,0,2.57,0.0
2024-12-04,7,U07.1,COVID-19,15,1.99,5.33
2024-12-04,7,B50,Malaria,0,2.47,0.0
2024-12-04,7,J10,Influenza,8,2.18,2.84
2024-12-04,8,A00,Cholera,0,2.44,0.0
2024-12-04,8,B15,Hepatitis A,0,2.73,0.0
2024-12-04,8,J10,Influenza,6,2.18,3.23
2024-12-04,9,A01,Typhoid Fever,0,2.98,0.0
2024-12-04,9,U07.1,COVID-19,14,2.86,3.89
2024-12-04,9,A09,Gastroenteritis,6,2.96,1.67
2024-12-04,10,A15,Tuberculosis,0,2.58,0.0
2024-12-04,10,B50,Malaria,0,2.39,0.0
2024-12-04,10,A00,Cholera,0,2.82,0.0
2024-12-04,11,A00,Cholera,0,3.33,0.0
2024-12-04,11,A15,Tuberculosis,5,2.83,1.22
2024-12-04,11,A01,Typhoid Fever,0,3.17,0.0
2024-12-04,12,A00,Cholera,0,2.19,0.0
2024-12-04,12,A01,Typhoid Fever,0,3.3,0.0
2024-12-04,12,B15,Hepatitis A,0,1.89,0.0
2024-12-04,13,B15,Hepatitis A,0,3.14,0.0
2024-12-04,13,A00,Cholera,0,3.06,0.0
2024-12-04,13,A09,Gastroenteritis,7,2.96,1.97
