region_id,region_name,city,state,latitude,longitude,population,cluster,total_cases,avg_cases,outbreak_count,outbreak_rate
444,Raipur_Ward_4,Raipur,37,21.235481,81.618293,117079,24,1281,4.6923076923076925,16,0.05860805860805861
445,Raipur_Ward_5,Raipur,37,21.223891,81.656336,95151,24,1459,5.836,17,0.068
446,Raipur_Ward_6,Raipur,37,21.20772,81.626846,118694,24,1840,6.301369863013699,31,0.10616438356164383
447,Raipur_Ward_7,Raipur,37,21.250091,81.655057,105216,24,1687,6.538759689922481,22,0.08527131782945736
448,Raipur_Ward_8,Raipur,37,21.237234,81.625724,165417,24,2363,8.439285714285715,24,0.08571428571428572
449,Tiruchirappalli_Ward_1,Tiruchirappalli,25,10.812044,78.682647,116845,10,1577,6.088803088803089,21,0.08108108108108109
450,Tiruchirappalli_Ward_2,Tiruchirappalli,25,10.801557,78.684082,101210,10,1377,5.157303370786517,16,0.0599250936329588
451,Tiruchirappalli_Ward_3,Tiruchirappalli,25,10.818609,78.69755,108609,10,1376,5.880341880341881,19,0.0811965811965812
452,Tiruchirappalli_Ward_4,Tiruchirappalli,25,10.811425,78.718989,87980,10,1762,6.7251908396946565,26,0.09923664122137404
453,Tiruchirappalli_Ward_5,Tiruchirappalli,25,10.827671,78.679286,114927,10,1793,6.640740740740741,26,0.0962962962962963
454,Tiruchirappalli_Ward_6,Tiruchirappalli,25,10.801737,78.693286,107624,10,1661,5.974820143884892,19,0.0683453237410072
455,Tiruchirappalli_Ward_7,Tiruchirappalli,25,10.812059,78.695858,107338,10,1965,8.05327868852459,25,0.10245901639344263
456,Tiruchirappalli_Ward_8,Tiruchirappalli,25,10.814567,78.690729,112831,10,1848,6.6,22,0.07857142857142857
457,Tiruchirappalli_Ward_9,Tiruchirappalli,25,10.815147,78.693895,77258,10,1035,4.48051948051948,17,0.0735930735930736
458,Tiruchirappalli_Ward_10,Tiruchirappalli,25,10.827891,78.721672,72131,10,1044,4.7889908256880735,19,0.0871559633027523
459,Kota_Ward_1,Kota,Gujarat,25.163156,75.849416,161477,25,2468,8.281879194630873,28,0.09395973154362416
460,Kota_Ward_2,Kota,Gujarat,25.179024,75.828591,121424,25,1922,7.198501872659176,20,0.0749063670411985
461,Kota_Ward_3,Kota,Gujarat,25.192771,75.861379,157941,25,2410,8.637992831541219,25,0.08960573476702509
462,Kota_Ward_4,Kota,Gujarat,25.18962,75.818064,153125,25,2234,7.811188811188811,31,0.10839160839160839
463,Kota_Ward_5,Kota,Gujarat,25.171091,75.839639,132032,25,2394,9.614457831325302,19,0.07630522088353414
464,Kota_Ward_6,Kota,Gujarat,25.217998,75.851225,157391,25,3001,9.839344262295082,24,0.07868852459016394
465,Kota_Ward_7,Kota,Gujarat,25.162461,75.849464,160739,25,2414,8.5,18,0.06338028169014084
466,Shivaji Nagar_Ward_1,Shivaji Nagar,Tripura,18.51867,73.845444,178286,0,2419,8.227891156462585,24,0.08163265306122448
467,Shivaji Nagar_Ward_2,Shivaji Nagar,Tripura,18.529962,73.842284,314066,0,6118,19.928338762214985,23,0.0749185667752443
468,Shivaji Nagar_Ward_3,Shivaji Nagar,Tripura,18.551824,73.842141,199069,0,2740,9.256756756756756,18,0.060810810810810814
469,Shivaji Nagar_Ward_4,Shivaji Nagar,Tripura,18.542026,73.857731,297118,0,5039,15.26969696969697,29,0.08787878787878788
470,Sholapur_Ward_1,Sholapur,Tripura,17.662336,75.911934,339518,0,4717,15.216129032258065,27,0.08709677419354839
471,Sholapur_Ward_2,Sholapur,Tripura,17.678748,75.918649,294090,0,4143,12.441441441441441,26,0.07807807807807808
472,Sholapur_Ward_3,Sholapur,Tripura,17.676438,75.921055,407486,0,6635,22.958477508650518,28,0.09688581314878893
473,Chandigarh_Ward_1,Chandigarh,Uttarakhand,30.738918,76.833179,132053,1,1887,7.093984962406015,21,0.07894736842105263
474,Chandigarh_Ward_2,Chandigarh,Uttarakhand,30.74353,76.782559,172496,1,2611,9.16140350877193,26,0.0912280701754386
475,Chandigarh_Ward_3,Chandigarh,Uttarakhand,30.744623,76.77462,135521,1,2306,7.897260273972603,28,0.0958904109589041
476,Chandigarh_Ward_4,Chandigarh,Uttarakhand,30.750067,76.784185,147622,1,2152,7.149501661129568,19,0.06312292358803986
477,Chandigarh_Ward_5,Chandigarh,Uttarakhand,30.772691,76.794894,137050,1,2679,9.636690647482014,26,0.09352517985611511
478,Chandigarh_Ward_6,Chandigarh,Uttarakhand,30.727818,76.790088,167287,1,2363,8.148275862068965,21,0.07241379310344828
479,Tiruppur_Ward_1,Tiruppur,25,11.143474,77.360404,154284,10,2609,9.317857142857143,29,0.10357142857142858
480,Tiruppur_Ward_2,Tiruppur,25,11.115461,77.362793,105843,10,1310,5.5508474576271185,18,0.07627118644067797
481,Tiruppur_Ward_3,Tiruppur,25,11.10198,77.348438,153453,10,1736,6.50187265917603,20,0.0749063670411985
482,Tiruppur_Ward_4,Tiruppur,25,11.111891,77.314288,97813,10,1139,4.53784860557769,14,0.055776892430278883
483,Tiruppur_Ward_5,Tiruppur,25,11.154722,77.33788,148198,10,2302,8.370909090909091,23,0.08363636363636363
484,Tiruppur_Ward_6,Tiruppur,25,11.141789,77.359982,136365,10,1795,6.5510948905109485,19,0.06934306569343066
485,Tiruppur_Ward_7,Tiruppur,25,11.095621,77.351515,166901,10,2321,8.596296296296297,22,0.08148148148148149
486,Guwahati_Ward_1,Guwahati,Punjab,26.183447,91.741664,246611,-1,4047,12.929712460063898,27,0.08626198083067092
487,Guwahati_Ward_2,Guwahati,Punjab,26.175299,91.748969,222606,-1,3447,11.49,32,0.10666666666666667
488,Guwahati_Ward_3,Guwahati,Punjab,26.193696,91.726986,178326,-1,3153,11.677777777777777,21,0.07777777777777778
489,Guwahati_Ward_4,Guwahati,Punjab,26.197856,91.764923,270718,-1,3972,12.146788990825687,21,0.06422018348623854
490,Hubballi_Ward_1,Hubballi,Karnataka,15.330695,75.137808,116381,26,1514,5.628252788104089,14,0.05204460966542751
491,Hubballi_Ward_2,Hubballi,Karnataka,15.358328,75.145616,185894,26,2672,8.818481848184819,20,0.066006600660066
492,Hubballi_Ward_3,Hubballi,Karnataka,15.334844,75.12297,128510,26,1944,7.683794466403162,21,0.08300395256916997
493,Hubballi_Ward_4,Hubballi,Karnataka,15.350719,75.13845,166467,26,2466,8.359322033898305,23,0.07796610169491526
494,Hubballi_Ward_5,Hubballi,Karnataka,15.36188,75.132394,177721,26,2652,9.11340206185567,29,0.09965635738831616
495,Hubballi_Ward_6,Hubballi,Karnataka,15.331416,75.122009,130391,26,2397,9.626506024096386,28,0.11244979919678715
496,Mysuru_Ward_1,Mysuru,Karnataka,12.311444,76.642584,213953,-1,3701,12.254966887417218,28,0.09271523178807947
497,Mysuru_Ward_2,Mysuru,Karnataka,12.288042,76.652068,256698,-1,4537,14.178125,28,0.0875
498,Mysuru_Ward_3,Mysuru,Karnataka,12.306209,76.626989,257013,-1,3431,10.303303303303304,20,0.06006006006006006
499,Mysuru_Ward_4,Mysuru,Karnataka,12.310633,76.620762,273624,-1,3303,11.671378091872791,21,0.07420494699646643
500,Salem_Ward_1,Salem,25,11.66249,78.141139,97796,10,1162,4.240875912408759,15,0.05474452554744526
501,Salem_Ward_2,Salem,25,11.659005,78.131908,73737,10,1341,5.407258064516129,19,0.07661290322580645
502,Salem_Ward_3,Salem,25,11.649229,78.165441,132279,10,2110,7.1525423728813555,26,0.08813559322033898
503,Salem_Ward_4,Salem,25,11.660799,78.132346,75467,10,1294,5.196787148594377,23,0.09236947791164658
504,Salem_Ward_5,Salem,25,11.662947,78.15392,79309,10,1173,5.077922077922078,21,0.09090909090909091
505,Salem_Ward_6,Salem,25,11.658768,78.176851,90483,10,1302,4.876404494382022,22,0.08239700374531835
506,Salem_Ward_7,Salem,25,11.673694,78.171451,109555,10,1630,5.992647058823529,15,0.05514705882352941
507,Salem_Ward_8,Salem,25,11.655933,78.155739,117635,10,1554,5.908745247148289,24,0.09125475285171103
508,Salem_Ward_9,Salem,25,11.676746,78.165935,128180,10,1908,6.625,19,0.06597222222222222
509,Gurugram_Ward_1,Gurugram,10,28.469483,77.039628,133723,1,1665,6.189591078066915,22,0.08178438661710037
510,Gurugram_Ward_2,Gurugram,10,28.452514,77.034724,101368,1,1470,5.719844357976654,20,0.07782101167315175
511,Gurugram_Ward_3,Gurugram,10,28.475272,77.046472,109569,1,1120,4.516129032258065,12,0.04838709677419355
512,Gurugram_Ward_4,Gurugram,10,28.485375,77.020384,139392,1,1807,7.031128404669261,23,0.08949416342412451
513,Gurugram_Ward_5,Gurugram,10,28.483412,77.03916,152340,1,2192,7.380471380471381,28,0.09427609427609428
514,Gurugram_Ward_6,Gurugram,10,28.468472,77.009802,132162,1,1740,6.258992805755396,19,0.0683453237410072
515,Gurugram_Ward_7,Gurugram,10,28.486432,77.049945,115621,1,2273,8.913725490196079,22,0.08627450980392157
516,Bhubaneswar_Ward_1,Bhubaneswar,Odisha,20.265635,85.847824,108877,27,1534,5.598540145985401,17,0.06204379562043796
517,Bhubaneswar_Ward_2,Bhubaneswar,Odisha,20.281853,85.821785,77195,27,1117,4.814655172413793,19,0.08189655172413793
518,Bhubaneswar_Ward_3,Bhubaneswar,Odisha,20.284715,85.851737,65289,27,1279,5.4425531914893615,25,0.10638297872340426
519,Bhubaneswar_Ward_4,Bhubaneswar,Odisha,20.269322,85.822651,65748,27,776,3.730769230769231,16,0.07692307692307693
520,Bhubaneswar_Ward_5,Bhubaneswar,Odisha,20.249181,85.808317,104381,27,1600,6.666666666666667,20,0.08333333333333333
521,Bhubaneswar_Ward_6,Bhubaneswar,Odisha,20.265102,85.828571,75598,27,1267,5.581497797356828,18,0.07929515418502203
522,Bhubaneswar_Ward_7,Bhubaneswar,Odisha,20.275131,85.828159,80177,27,1112,5.424390243902439,22,0.1073170731707317
523,Bhubaneswar_Ward_8,Bhubaneswar,Odisha,20.271938,85.821124,78040,27,1071,4.935483870967742,22,0.10138248847926268
524,Bhubaneswar_Ward_9,Bhubaneswar,Odisha,20.276927,85.816365,95122,27,2427,8.89010989010989,36,0.13186813186813187
525,Bhubaneswar_Ward_10,Bhubaneswar,Odisha,20.271201,85.821354,78255,27,1059,4.4125,14,0.058333333333333334
526,Bhiwandi_Ward_1,Bhiwandi,Tripura,19.290697,73.066938,120215,0,1797,7.67948717948718,18,0.07692307692307693
527,Bhiwandi_Ward_2,Bhiwandi,Tripura,19.306137,73.029895,131548,0,1606,5.79783393501805,19,0.06859205776173286
528,Bhiwandi_Ward_3,Bhiwandi,Tripura,19.312907,73.08435,108766,0,2257,8.920948616600791,24,0.09486166007905138
529,Bhiwandi_Ward_4,Bhiwandi,Tripura,19.314502,73.053312,103144,0,1547,6.472803347280335,18,0.07531380753138076
530,Bhiwandi_Ward_5,Bhiwandi,Tripura,19.29612,73.062739,114453,0,1778,6.634328358208955,20,0.07462686567164178
531,Bhiwandi_Ward_6,Bhiwandi,Tripura,19.304664,73.03606,100874,0,1842,6.747252747252747,20,0.07326007326007326
532,Bhiwandi_Ward_7,Bhiwandi,Tripura,19.28377,73.04518,88463,0,1603,6.1183206106870225,20,0.07633587786259542
533,Bhiwandi_Ward_8,Bhiwandi,Tripura,19.283657,73.062118,101030,0,1339,5.313492063492063,20,0.07936507936507936
534,Jalandhar_Ward_1,Jalandhar,Madhya Pradesh,31.322102,75.585193,139909,1,1718,6.582375478927203,25,0.09578544061302682
535,Jalandhar_Ward_2,Jalandhar,Madhya Pradesh,31.331689,75.574553,147682,1,2200,7.885304659498208,24,0.08602150537634409
536,Jalandhar_Ward_3,Jalandhar,Madhya Pradesh,31.343995,75.577043,158271,1,2190,7.348993288590604,17,0.05704697986577181
537,Jalandhar_Ward_4,Jalandhar,Madhya Pradesh,31.311512,75.569153,146481,1,1572,6.046153846153846,13,0.05
538,Jalandhar_Ward_5,Jalandhar,Madhya Pradesh,31.293749,75.578499,166484,1,2540,8.912280701754385,23,0.08070175438596491
539,Rohini_Ward_1,Rohini,Delhi,28.735326,77.088605,128627,1,2033,8.003937007874017,23,0.09055118110236221
540,Rohini_Ward_2,Rohini,Delhi,28.711262,77.068099,107582,1,2013,7.712643678160919,28,0.10727969348659004
541,Rohini_Ward_3,Rohini,Delhi,28.711958,77.09365,129377,1,1522,5.831417624521073,11,0.0421455938697318
542,Rohini_Ward_4,Rohini,Delhi,28.736856,77.071518,93377,1,1271,5.273858921161826,18,0.07468879668049792
543,Rohini_Ward_5,Rohini,Delhi,28.73647,77.086637,123674,1,1585,5.892193308550186,19,0.07063197026022305
544,Rohini_Ward_6,Rohini,Delhi,28.754589,77.078923,100232,1,2029,7.599250936329588,24,0.0898876404494382
545,Rohini_Ward_7,Rohini,Delhi,28.744691,77.087218,125253,1,2358,8.637362637362637,25,0.09157509157509157
546,Rohini_Ward_8,Rohini,Delhi,28.742257,77.075361,92374,1,1403,5.703252032520325,23,0.09349593495934959
547,Kanayannur_Ward_1,Kanayannur,Nagaland,9.979707,76.259837,134978,10,2079,6.728155339805825,21,0.06796116504854369
548,Kanayannur_Ward_2,Kanayannur,Nagaland,9.981,76.281539,114259,10,1705,6.634241245136187,19,0.07392996108949416
549,Kanayannur_Ward_3,Kanayannur,Nagaland,9.95761,76.263227,102772,10,1748,7.105691056910569,16,0.06504065040650407
550,Kanayannur_Ward_4,Kanayannur,Nagaland,9.959673,76.259643,133795,10,2143,7.907749077490775,21,0.07749077490774908
551,Kanayannur_Ward_5,Kanayannur,Nagaland,9.971531,76.249455,84105,10,1500,6.4935064935064934,22,0.09523809523809523
552,Kanayannur_Ward_6,Kanayannur,Nagaland,9.921803,76.297805,122463,10,2295,8.531598513011152,20,0.07434944237918216
553,Kanayannur_Ward_7,Kanayannur,Nagaland,9.952436,76.29288,100193,10,2174,7.992647058823529,35,0.12867647058823528
554,Kanayannur_Ward_8,Kanayannur,Nagaland,9.950076,76.259136,96342,10,1442,5.421052631578948,13,0.04887218045112782
555,Bhayandar_Ward_1,Bhayandar,Tripura,19.306858,72.842515,137441,0,1506,6.172131147540983,15,0.06147540983606557
556,Bhayandar_Ward_2,Bhayandar,Tripura,19.30054,72.832934,103863,0,1935,6.960431654676259,29,0.10431654676258993
557,Bhayandar_Ward_3,Bhayandar,Tripura,19.320526,72.838375,147737,0,2657,8.916107382550335,29,0.09731543624161074
558,Bhayandar_Ward_4,Bhayandar,Tripura,19.320655,72.847819,120877,0,2086,8.023076923076923,18,0.06923076923076923
559,Bhayandar_Ward_5,Bhayandar,Tripura,19.299729,72.852471,141116,0,2549,8.525083612040135,26,0.08695652173913043
560,Bhayandar_Ward_6,Bhayandar,Tripura,19.310602,72.85742,102785,0,1584,6.163424124513619,19,0.07392996108949416
561,Narela_Ward_1,Narela,Delhi,28.857683,77.090551,136141,1,2219,7.704861111111111,22,0.0763888888888889
562,Narela_Ward_2,Narela,Delhi,28.839764,77.094823,111400,1,2389,8.593525179856115,23,0.08273381294964029
563,Narela_Ward_3,Narela,Delhi,28.859961,77.06967,104630,1,1618,6.2471042471042475,24,0.09266409266409266
564,Narela_Ward_4,Narela,Delhi,28.872557,77.110183,102503,1,1467,5.515037593984962,22,0.08270676691729323
565,Narela_Ward_5,Narela,Delhi,28.82988,77.050398,137661,1,2523,8.7,19,0.06551724137931035
566,Narela_Ward_6,Narela,Delhi,28.845723,77.080997,100796,1,1838,7.658333333333333,28,0.11666666666666667
567,Narela_Ward_7,Narela,Delhi,28.855526,77.099618,116449,1,2118,8.305882352941177,30,0.11764705882352941
568,Thiruvananthapuram_Ward_1,Thiruvananthapuram,Nagaland,8.475626,76.951649,204420,15,3260,10.830564784053156,25,0.08305647840531562
569,Thiruvananthapuram_Ward_2,Thiruvananthapuram,Nagaland,8.471059,76.946141,210404,15,3171,9.878504672897197,23,0.07165109034267912
570,Thiruvananthapuram_Ward_3,Thiruvananthapuram,Nagaland,8.488863,76.916461,236517,15,4573,14.201863354037267,35,0.10869565217391304
571,Thiruvananthapuram_Ward_4,Thiruvananthapuram,Nagaland,8.464925,76.938598,150465,15,1852,6.936329588014981,14,0.052434456928838954
572,Aligarh_Ward_1,Aligarh,Telangana,27.868598,78.072157,50782,1,986,4.607476635514018,19,0.08878504672897196
573,Aligarh_Ward_2,Aligarh,Telangana,27.880049,78.0667,50271,1,569,2.948186528497409,8,0.04145077720207254
574,Aligarh_Ward_3,Aligarh,Telangana,27.886274,78.079943,79122,1,1437,6.063291139240507,19,0.08016877637130802
575,Aligarh_Ward_4,Aligarh,Telangana,27.86241,78.100178,72272,1,719,3.4401913875598087,14,0.06698564593301436
576,Aligarh_Ward_5,Aligarh,Telangana,27.908721,78.070161,75305,1,1269,5.200819672131147,19,0.0778688524590164
577,Aligarh_Ward_6,Aligarh,Telangana,27.851944,78.057882,78398,1,1159,4.789256198347108,22,0.09090909090909091
578,Aligarh_Ward_7,Aligarh,Telangana,27.899735,78.084734,56184,1,834,4.685393258426966,15,0.08426966292134831
579,Aligarh_Ward_8,Aligarh,Telangana,27.880033,78.080934,71367,1,878,3.8173913043478263,16,0.06956521739130435
580,Aligarh_Ward_9,Aligarh,Telangana,27.890203,78.09484,53951,1,599,3.056122448979592,10,0.05102040816326531
581,Aligarh_Ward_10,Aligarh,Telangana,27.906192,78.090699,69848,1,750,3.658536585365854,12,0.05853658536585366
582,Aligarh_Ward_11,Aligarh,Telangana,27.890036,78.040918,49971,1,846,4.752808988764045,12,0.06741573033707865
583,Aligarh_Ward_12,Aligarh,Telangana,27.887285,78.078412,47105,1,638,3.564245810055866,13,0.07262569832402235
584,Bareilly_Ward_1,Bareilly,Telangana,28.391611,79.426065,182042,1,2474,8.77304964539007,28,0.09929078014184398
585,Bareilly_Ward_2,Bareilly,Telangana,28.33814,79.451445,106923,1,1075,4.908675799086758,13,0.0593607305936073
586,Bareilly_Ward_3,Bareilly,Telangana,28.366216,79.436836,153040,1,2121,7.5212765957446805,20,0.07092198581560284
587,Bareilly_Ward_4,Bareilly,Telangana,28.373882,79.427655,137880,1,1659,6.531496062992126,19,0.07480314960629922
588,Bareilly_Ward_5,Bareilly,Telangana,28.357738,79.422808,124584,1,1519,5.887596899224806,26,0.10077519379844961
589,Moradabad_Ward_1,Moradabad,Telangana,28.83727,78.76339,59164,1,1295,6.507537688442211,22,0.11055276381909548
590,Moradabad_Ward_2,Moradabad,Telangana,28.833308,78.786937,52237,1,757,3.9427083333333335,19,0.09895833333333333
591,Moradabad_Ward_3,Moradabad,Telangana,28.829832,78.783679,51761,1,1047,5.157635467980295,20,0.09852216748768473
592,Moradabad_Ward_4,Moradabad,Telangana,28.812653,78.800357,53499,1,667,3.0737327188940093,11,0.05069124423963134
593,Moradabad_Ward_5,Moradabad,Telangana,28.823897,78.765553,62069,1,1109,5.806282722513089,23,0.12041884816753927
594,Moradabad_Ward_6,Moradabad,Telangana,28.846664,78.771208,52039,1,790,3.969849246231156,12,0.06030150753768844
595,Moradabad_Ward_7,Moradabad,Telangana,28.820978,78.790245,49085,1,633,3.8363636363636364,11,0.06666666666666667
596,Moradabad_Ward_8,Moradabad,Telangana,28.866374,78.772636,70254,1,1186,5.440366972477064,21,0.0963302752293578
597,Moradabad_Ward_9,Moradabad,Telangana,28.849621,78.748593,79347,1,1534,5.922779922779923,28,0.10810810810810811
598,Moradabad_Ward_10,Moradabad,Telangana,28.845312,78.798884,46527,1,587,3.354285714285714,12,0.06857142857142857
599,Moradabad_Ward_11,Moradabad,Telangana,28.824645,78.766685,75996,1,1098,5.35609756097561,17,0.08292682926829269
600,Warangal_Ward_1,Warangal,40,18.006768,79.596854,124695,28,1533,5.828897338403042,15,0.057034220532319393
601,Warangal_Ward_2,Warangal,40,17.975151,79.575463,136351,28,2528,9.159420289855072,29,0.10507246376811594
602,Warangal_Ward_3,Warangal,40,18.011362,79.571207,86423,28,1490,6.10655737704918,22,0.09016393442622951
603,Warangal_Ward_4,Warangal,40,17.987297,79.602074,115915,28,2303,8.466911764705882,24,0.08823529411764706
604,Warangal_Ward_5,Warangal,40,17.969613,79.580546,84161,28,1420,5.819672131147541,16,0.06557377049180328
605,Warangal_Ward_6,Warangal,40,17.980793,79.586172,103050,28,1145,4.598393574297189,12,0.04819277108433735
606,Gorakhpur_Ward_1,Gorakhpur,Telangana,26.780349,83.357294,101666,29,1425,5.864197530864198,18,0.07407407407407407
607,Gorakhpur_Ward_2,Gorakhpur,Telangana,26.763688,83.380469,105987,29,1351,5.136882129277566,16,0.060836501901140684
608,Gorakhpur_Ward_3,Gorakhpur,Telangana,26.738411,83.370559,149118,29,1809,6.626373626373627,23,0.08424908424908426
609,Gorakhpur_Ward_4,Gorakhpur,Telangana,26.753064,83.358207,147942,29,1805,6.202749140893471,17,0.058419243986254296
610,Gorakhpur_Ward_5,Gorakhpur,Telangana,26.76697,83.386365,139426,29,3013,10.684397163120567,35,0.12411347517730496
611,Guntur_Ward_1,Guntur,Himachal Pradesh,16.303212,80.466987,51063,20,774,3.7033492822966507,12,0.05741626794258373
612,Guntur_Ward_2,Guntur,Himachal Pradesh,16.310557,80.437827,47423,20,632,3.739644970414201,10,0.05917159763313609
613,Guntur_Ward_3,Guntur,Himachal Pradesh,16.300934,80.465601,67588,20,739,3.374429223744292,11,0.0502283105022831
614,Guntur_Ward_4,Guntur,Himachal Pradesh,16.312887,80.436456,50722,20,702,3.774193548387097,17,0.0913978494623656
615,Guntur_Ward_5,Guntur,Himachal Pradesh,16.321018,80.419973,82028,20,1388,5.257575757575758,14,0.05303030303030303
616,Guntur_Ward_6,Guntur,Himachal Pradesh,16.30481,80.445024,73942,20,1077,4.450413223140496,16,0.06611570247933884
617,Guntur_Ward_7,Guntur,Himachal Pradesh,16.304818,80.443221,52064,20,572,3.3846153846153846,15,0.08875739644970414
618,Guntur_Ward_8,Guntur,Himachal Pradesh,16.315661,80.457288,76263,20,1334,5.357429718875502,19,0.07630522088353414
619,Guntur_Ward_9,Guntur,Himachal Pradesh,16.331031,80.442069,81076,20,1326,5.282868525896414,17,0.06772908366533864
620,Guntur_Ward_10,Guntur,Himachal Pradesh,16.285005,80.44449,49197,20,785,3.9646464646464645,13,0.06565656565656566
621,Puducherry_Ward_1,Puducherry,Maharashtra,11.910576,79.83366,79059,10,1491,6.399141630901288,21,0.09012875536480687
622,Puducherry_Ward_2,Puducherry,Maharashtra,11.924971,79.817224,78001,10,801,3.869565217391304,13,0.06280193236714976
623,Puducherry_Ward_3,Puducherry,Maharashtra,11.957658,79.838401,67100,10,1415,6.373873873873874,24,0.10810810810810811
624,Puducherry_Ward_4,Puducherry,Maharashtra,11.931575,79.799409,91045,10,1402,5.965957446808511,20,0.0851063829787234
625,Puducherry_Ward_5,Puducherry,Maharashtra,11.918414,79.84824,80719,10,1348,5.760683760683761,20,0.08547008547008547
626,Puducherry_Ward_6,Puducherry,Maharashtra,11.957669,79.83306,93585,10,1511,5.638059701492537,13,0.048507462686567165
627,Puducherry_Ward_7,Puducherry,Maharashtra,11.934989,79.797859,58210,10,1341,6.179723502304148,19,0.08755760368663594
628,Puducherry_Ward_8,Puducherry,Maharashtra,11.9085,79.82659,68084,10,1013,4.502222222222223,21,0.09333333333333334
629,Puducherry_Ward_9,Puducherry,Maharashtra,11.925922,79.832456,86768,10,2038,7.992156862745098,28,0.10980392156862745
630,Amravati_Ward_1,Amravati,Tripura,20.935296,77.786669,96969,30,1835,7.551440329218107,21,0.08641975308641975
631,Amravati_Ward_2,Amravati,Tripura,20.929133,77.735532,73726,30,968,4.208695652173913,13,0.05652173913043478
632,Amravati_Ward_3,Amravati,Tripura,20.951188,77.722309,109241,30,1799,6.425,30,0.10714285714285714
633,Amravati_Ward_4,Amravati,Tripura,20.946255,77.752086,86685,30,1274,4.957198443579767,14,0.054474708171206226
634,Amravati_Ward_5,Amravati,Tripura,20.932195,77.738655,116815,30,1780,6.980392156862745,15,0.058823529411764705
635,Amravati_Ward_6,Amravati,Tripura,20.967402,77.743934,110663,30,2183,8.46124031007752,17,0.06589147286821706
636,Amravati_Ward_7,Amravati,Tripura,20.931847,77.758394,66939,30,941,4.182222222222222,18,0.08
637,Bikaner_Ward_1,Bikaner,Gujarat,28.027851,73.316843,64636,31,922,4.043859649122807,9,0.039473684210526314
638,Bikaner_Ward_2,Bikaner,Gujarat,28.011574,73.29598,42925,31,718,3.881081081081081,14,0.07567567567567568
639,Bikaner_Ward_3,Bikaner,Gujarat,27.998231,73.306967,56563,31,969,4.869346733668341,20,0.10050251256281408
640,Bikaner_Ward_4,Bikaner,Gujarat,28.023893,73.332072,60504,31,1054,5.091787439613527,19,0.09178743961352658
641,Bikaner_Ward_5,Bikaner,Gujarat,28.024618,73.335143,55564,31,795,3.581081081081081,19,0.08558558558558559
642,Bikaner_Ward_6,Bikaner,Gujarat,28.030956,73.331494,47504,31,778,4.630952380952381,14,0.08333333333333333
643,Bikaner_Ward_7,Bikaner,Gujarat,28.019735,73.338779,48978,31,586,3.2375690607734806,10,0.055248618784530384
644,Bikaner_Ward_8,Bikaner,Gujarat,28.005546,73.307192,54599,31,1149,5.688118811881188,22,0.10891089108910891
645,Bikaner_Ward_9,Bikaner,Gujarat,27.973678,73.345745,54461,31,970,5.0785340314136125,11,0.05759162303664921
646,Bikaner_Ward_10,Bikaner,Gujarat,28.000045,73.316848,60902,31,878,4.102803738317757,13,0.06074766355140187
647,Bikaner_Ward_11,Bikaner,Gujarat,28.020249,73.294899,63698,31,900,4.186046511627907,14,0.06511627906976744
648,Kochi_Ward_1,Kochi,Nagaland,9.9366,76.235656,96604,10,1640,6.586345381526105,19,0.07630522088353414
649,Kochi_Ward_2,Kochi,Nagaland,9.954547,76.228635,78777,10,2031,9.10762331838565,20,0.08968609865470852
650,Kochi_Ward_3,Kochi,Nagaland,9.960675,76.220607,75435,10,828,4.078817733990148,12,0.059113300492610835
651,Kochi_Ward_4,Kochi,Nagaland,9.962833,76.270194,93894,10,1315,5.345528455284553,18,0.07317073170731707
652,Kochi_Ward_5,Kochi,Nagaland,9.936678,76.269531,108565,10,1267,4.929961089494164,13,0.05058365758754864
653,Kochi_Ward_6,Kochi,Nagaland,9.937133,76.25487,96084,10,1353,5.522448979591837,18,0.07346938775510205
654,Bhilai_Ward_1,Bhilai,37,21.209958,81.405591,100980,24,1654,6.589641434262949,22,0.08764940239043825
655,Bhilai_Ward_2,Bhilai,37,21.227502,81.415348,74700,24,927,4.012987012987013,17,0.0735930735930736
656,Bhilai_Ward_3,Bhilai,37,21.216321,81.430896,61516,24,972,4.741463414634146,16,0.07804878048780488
657,Bhilai_Ward_4,Bhilai,37,21.216731,81.391101,101842,24,1842,6.797047970479705,26,0.0959409594095941
658,Bhilai_Ward_5,Bhilai,37,21.233627,81.449021,77703,24,996,4.568807339449541,14,0.06422018348623854
659,Bhilai_Ward_6,Bhilai,37,21.231651,81.456366,62527,24,1027,5.266666666666667,18,0.09230769230769231
660,Bhilai_Ward_7,Bhilai,37,21.233107,81.44657,81474,24,1510,6.06425702811245,15,0.060240963855421686
661,Bhilai_Ward_8,Bhilai,37,21.229837,81.433197,89530,24,1416,5.467181467181467,18,0.0694980694980695
662,Cuttack_Ward_1,Cuttack,Odisha,20.464433,85.906413,205068,27,3233,10.530944625407166,22,0.07166123778501629
663,Cuttack_Ward_2,Cuttack,Odisha,20.437369,85.878786,232027,27,3173,10.75593220338983,28,0.09491525423728814
664,Cuttack_Ward_3,Cuttack,Odisha,20.466816,85.865902,218733,27,3352,10.64126984126984,16,0.050793650793650794
665,Borivli_Ward_1,Borivli,Tripura,19.249336,72.860535,83087,0,1027,4.689497716894977,11,0.0502283105022831
666,Borivli_Ward_2,Borivli,Tripura,19.251075,72.878556,97314,0,1390,5.387596899224806,21,0.08139534883720931
